,Unnamed: 0,semantic,correct_relationships,Success_Rate,model,CF,dataset
39,39,1.0,1.0,,forest0,FeatureTweak,credit
40,40,0.0,0.0,,forest0,FeatureTweak,credit
41,41,1.0,1.0,,forest0,FeatureTweak,credit
42,42,1.0,0.0,,forest0,FeatureTweak,credit
43,43,1.0,1.0,,forest0,FeatureTweak,credit
44,44,0.0,1.0,,forest0,FeatureTweak,credit
45,45,1.0,0.0,,forest0,FeatureTweak,credit
46,46,1.0,0.0,,forest0,FeatureTweak,credit
47,47,1.0,1.0,,forest0,FeatureTweak,credit
48,48,1.0,0.0,,forest0,FeatureTweak,credit
49,49,1.0,1.0,,forest0,FeatureTweak,credit
50,50,0.0,0.0,,forest0,FeatureTweak,credit
51,51,0.0,1.0,,forest0,FeatureTweak,credit
52,52,1.0,1.0,,forest0,FeatureTweak,credit
53,53,1.0,1.0,,forest0,FeatureTweak,credit
54,54,1.0,1.0,,forest0,FeatureTweak,credit
55,55,1.0,1.0,,forest0,FeatureTweak,credit
56,56,1.0,0.0,,forest0,FeatureTweak,credit
57,57,0.0,1.0,,forest0,FeatureTweak,credit
58,58,1.0,1.0,,forest0,FeatureTweak,credit
59,59,1.0,0.0,,forest0,FeatureTweak,credit
60,60,1.0,1.0,,forest0,FeatureTweak,credit
61,61,1.0,1.0,,forest0,FeatureTweak,credit
62,62,1.0,1.0,,forest0,FeatureTweak,credit
63,63,0.0,1.0,,forest0,FeatureTweak,credit
64,64,0.0,1.0,,forest0,FeatureTweak,credit
65,65,1.0,1.0,,forest0,FeatureTweak,credit
66,66,1.0,1.0,,forest0,FeatureTweak,credit
67,67,1.0,1.0,,forest0,FeatureTweak,credit
68,68,0.0,0.0,,forest0,FeatureTweak,credit
69,69,1.0,1.0,,forest0,FeatureTweak,credit
70,70,1.0,0.0,,forest0,FeatureTweak,credit
71,71,1.0,1.0,,forest0,FeatureTweak,credit
72,72,0.0,1.0,,forest0,FeatureTweak,credit
73,73,1.0,0.0,,forest0,FeatureTweak,credit
74,74,1.0,0.0,,forest0,FeatureTweak,credit
75,75,1.0,1.0,,forest0,FeatureTweak,credit
76,76,0.0,1.0,,forest0,FeatureTweak,credit
77,77,1.0,1.0,,forest0,FeatureTweak,credit
78,78,1.0,1.0,,forest0,FeatureTweak,credit
79,79,1.0,1.0,,forest0,FeatureTweak,credit
80,80,1.0,0.0,,forest0,FeatureTweak,credit
81,81,1.0,1.0,,forest0,FeatureTweak,credit
82,82,0.0,1.0,,forest0,FeatureTweak,credit
83,83,0.0,0.8571428571428571,,forest0,FeatureTweak,credit
84,84,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
85,85,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
86,86,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
87,87,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
88,88,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
89,89,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
90,90,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
91,91,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
92,92,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
93,93,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
94,94,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
95,95,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
96,96,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
97,97,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
98,98,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
99,99,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
100,100,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
101,101,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
102,102,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
103,103,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
104,104,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
105,105,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
106,106,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
107,107,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
108,108,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
109,109,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
110,110,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
111,111,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
112,112,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
113,113,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
114,114,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
115,115,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
116,116,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
117,117,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
118,118,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
119,119,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
120,120,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
121,121,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
122,122,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
123,123,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
124,124,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
125,125,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
126,126,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
127,127,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
128,128,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
129,129,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
130,130,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
131,131,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
132,132,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
133,133,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
134,134,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
135,135,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
136,136,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
137,137,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
138,138,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
139,139,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
140,140,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
141,141,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
142,142,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
143,143,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
144,144,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
145,145,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
146,146,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
147,147,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
148,148,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
149,149,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
150,150,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
151,151,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
152,152,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
153,153,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
154,154,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
155,155,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
156,156,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
157,157,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
158,158,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
159,159,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
160,160,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
161,161,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
162,162,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
163,163,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
164,164,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
165,165,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
166,166,0.8571428571428571,0.8571428571428571,,forest0,FeatureTweak,credit
0,0,0.0,0.0,1.0,linear0,actionable_recourse,credit
1,1,0.0,0.0,,linear0,actionable_recourse,credit
2,2,0.0,0.0,,linear0,actionable_recourse,credit
3,3,0.0,0.0,,linear0,actionable_recourse,credit
4,4,0.0,0.0,,linear0,actionable_recourse,credit
5,5,0.0,0.0,,linear0,actionable_recourse,credit
6,6,0.0,0.0,,linear0,actionable_recourse,credit
7,7,0.0,0.0,,linear0,actionable_recourse,credit
8,8,0.0,0.0,,linear0,actionable_recourse,credit
9,9,0.0,0.0,,linear0,actionable_recourse,credit
10,10,0.0,0.0,,linear0,actionable_recourse,credit
11,11,0.0,0.0,,linear0,actionable_recourse,credit
12,12,0.0,0.0,,linear0,actionable_recourse,credit
13,13,0.0,0.0,,linear0,actionable_recourse,credit
14,14,0.0,0.0,,linear0,actionable_recourse,credit
15,15,0.0,0.0,,linear0,actionable_recourse,credit
16,16,0.0,0.0,,linear0,actionable_recourse,credit
17,17,0.0,0.0,,linear0,actionable_recourse,credit
18,18,0.0,0.0,,linear0,actionable_recourse,credit
19,19,0.0,0.0,,linear0,actionable_recourse,credit
20,20,0.0,0.0,,linear0,actionable_recourse,credit
21,21,0.0,0.0,,linear0,actionable_recourse,credit
22,22,0.0,0.0,,linear0,actionable_recourse,credit
23,23,0.0,0.0,,linear0,actionable_recourse,credit
24,24,0.0,0.0,,linear0,actionable_recourse,credit
25,25,0.0,0.0,,linear0,actionable_recourse,credit
26,26,0.0,0.0,,linear0,actionable_recourse,credit
27,27,0.0,0.0,,linear0,actionable_recourse,credit
28,28,0.0,0.0,,linear0,actionable_recourse,credit
29,29,0.0,0.0,,linear0,actionable_recourse,credit
30,30,0.0,0.0,,linear0,actionable_recourse,credit
31,31,0.0,0.0,,linear0,actionable_recourse,credit
32,32,0.0,0.0,,linear0,actionable_recourse,credit
33,33,0.0,0.0,,linear0,actionable_recourse,credit
34,34,0.0,0.0,,linear0,actionable_recourse,credit
35,35,0.0,0.0,,linear0,actionable_recourse,credit
36,36,0.0,0.0,,linear0,actionable_recourse,credit
37,37,0.0,0.0,,linear0,actionable_recourse,credit
38,38,0.0,0.0,,linear0,actionable_recourse,credit
39,39,0.0,0.0,,linear0,actionable_recourse,credit
40,40,0.0,0.0,,linear0,actionable_recourse,credit
41,41,0.0,0.0,,linear0,actionable_recourse,credit
42,42,0.0,0.0,,linear0,actionable_recourse,credit
43,43,0.0,0.0,,linear0,actionable_recourse,credit
44,44,0.0,0.0,,linear0,actionable_recourse,credit
45,45,0.0,0.0,,linear0,actionable_recourse,credit
46,46,0.0,0.8571428571428571,,linear0,actionable_recourse,credit
47,47,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
48,48,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
49,49,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
50,50,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
51,51,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
52,52,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
53,53,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
54,54,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
55,55,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
56,56,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
57,57,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
58,58,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
59,59,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
60,60,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
61,61,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
62,62,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
63,63,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
64,64,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
65,65,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
66,66,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
67,67,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
68,68,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
69,69,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
70,70,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
71,71,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
72,72,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
73,73,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
74,74,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
75,75,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
76,76,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
77,77,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
78,78,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
79,79,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
80,80,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
81,81,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
82,82,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
83,83,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
84,84,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
85,85,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
86,86,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
87,87,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
88,88,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
89,89,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
90,90,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
91,91,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
92,92,0.8571428571428571,0.8571428571428571,,linear0,actionable_recourse,credit
0,0,0.0,0.0,1.0,linear0,cchvae,credit
1,1,0.0,0.0,,linear0,cchvae,credit
2,2,0.0,0.0,,linear0,cchvae,credit
3,3,0.0,0.0,,linear0,cchvae,credit
4,4,0.0,0.0,,linear0,cchvae,credit
5,5,0.0,0.0,,linear0,cchvae,credit
6,6,0.0,0.0,,linear0,cchvae,credit
7,7,0.0,0.0,,linear0,cchvae,credit
8,8,0.0,0.0,,linear0,cchvae,credit
9,9,0.0,0.0,,linear0,cchvae,credit
10,10,0.0,0.0,,linear0,cchvae,credit
11,11,0.0,0.0,,linear0,cchvae,credit
12,12,0.0,0.0,,linear0,cchvae,credit
13,13,0.0,0.0,,linear0,cchvae,credit
14,14,0.0,0.0,,linear0,cchvae,credit
15,15,0.0,0.0,,linear0,cchvae,credit
16,16,0.0,0.0,,linear0,cchvae,credit
17,17,0.0,0.0,,linear0,cchvae,credit
18,18,0.0,0.0,,linear0,cchvae,credit
19,19,0.0,0.0,,linear0,cchvae,credit
20,20,0.0,0.0,,linear0,cchvae,credit
21,21,0.0,0.0,,linear0,cchvae,credit
22,22,0.0,0.0,,linear0,cchvae,credit
23,23,0.0,0.0,,linear0,cchvae,credit
24,24,0.0,0.0,,linear0,cchvae,credit
25,25,0.0,0.0,,linear0,cchvae,credit
26,26,0.0,0.0,,linear0,cchvae,credit
27,27,0.0,0.0,,linear0,cchvae,credit
28,28,0.0,0.0,,linear0,cchvae,credit
29,29,0.0,0.0,,linear0,cchvae,credit
30,30,0.0,0.0,,linear0,cchvae,credit
31,31,0.0,0.0,,linear0,cchvae,credit
32,32,0.0,0.0,,linear0,cchvae,credit
33,33,0.0,0.0,,linear0,cchvae,credit
34,34,0.0,0.0,,linear0,cchvae,credit
35,35,0.0,0.0,,linear0,cchvae,credit
36,36,0.0,0.0,,linear0,cchvae,credit
37,37,0.0,0.0,,linear0,cchvae,credit
38,38,0.0,0.0,,linear0,cchvae,credit
39,39,0.0,0.0,,linear0,cchvae,credit
40,40,0.0,0.0,,linear0,cchvae,credit
41,41,0.0,0.0,,linear0,cchvae,credit
42,42,0.0,0.0,,linear0,cchvae,credit
43,43,0.0,0.0,,linear0,cchvae,credit
44,44,0.0,0.0,,linear0,cchvae,credit
45,45,0.0,0.0,,linear0,cchvae,credit
46,46,0.0,0.0,,linear0,cchvae,credit
47,47,0.0,0.0,,linear0,cchvae,credit
48,48,0.0,0.0,,linear0,cchvae,credit
49,49,0.0,0.0,,linear0,cchvae,credit
50,50,0.0,0.0,,linear0,cchvae,credit
51,51,0.0,0.0,,linear0,cchvae,credit
52,52,0.0,0.0,,linear0,cchvae,credit
53,53,0.0,0.0,,linear0,cchvae,credit
54,54,0.0,0.0,,linear0,cchvae,credit
55,55,0.0,0.0,,linear0,cchvae,credit
56,56,0.0,0.0,,linear0,cchvae,credit
57,57,0.0,0.0,,linear0,cchvae,credit
58,58,0.0,0.0,,linear0,cchvae,credit
59,59,0.0,0.0,,linear0,cchvae,credit
60,60,0.0,0.0,,linear0,cchvae,credit
61,61,0.0,0.0,,linear0,cchvae,credit
62,62,0.0,0.0,,linear0,cchvae,credit
63,63,0.0,0.0,,linear0,cchvae,credit
64,64,0.0,0.0,,linear0,cchvae,credit
65,65,0.0,0.0,,linear0,cchvae,credit
66,66,0.0,0.0,,linear0,cchvae,credit
67,67,0.0,0.0,,linear0,cchvae,credit
68,68,0.0,0.0,,linear0,cchvae,credit
69,69,0.0,0.0,,linear0,cchvae,credit
70,70,0.0,0.0,,linear0,cchvae,credit
71,71,0.0,0.0,,linear0,cchvae,credit
72,72,0.0,0.0,,linear0,cchvae,credit
73,73,0.0,0.0,,linear0,cchvae,credit
74,74,0.0,0.0,,linear0,cchvae,credit
75,75,0.0,0.0,,linear0,cchvae,credit
76,76,0.0,0.0,,linear0,cchvae,credit
77,77,0.0,0.0,,linear0,cchvae,credit
78,78,0.0,0.0,,linear0,cchvae,credit
79,79,0.0,0.0,,linear0,cchvae,credit
80,80,0.0,0.0,,linear0,cchvae,credit
81,81,0.0,0.0,,linear0,cchvae,credit
82,82,0.0,0.0,,linear0,cchvae,credit
83,83,0.0,0.0,,linear0,cchvae,credit
84,84,0.0,0.0,,linear0,cchvae,credit
85,85,0.0,0.0,,linear0,cchvae,credit
86,86,0.0,0.0,,linear0,cchvae,credit
87,87,0.0,0.0,,linear0,cchvae,credit
88,88,0.0,0.0,,linear0,cchvae,credit
89,89,0.0,0.0,,linear0,cchvae,credit
90,90,0.0,0.0,,linear0,cchvae,credit
91,91,0.0,0.0,,linear0,cchvae,credit
92,92,0.0,0.0,,linear0,cchvae,credit
93,93,0.0,0.0,,linear0,cchvae,credit
94,94,0.0,0.0,,linear0,cchvae,credit
95,95,0.0,0.0,,linear0,cchvae,credit
96,96,0.0,0.0,,linear0,cchvae,credit
97,97,0.0,0.0,,linear0,cchvae,credit
98,98,0.0,0.0,,linear0,cchvae,credit
99,99,0.0,0.0,,linear0,cchvae,credit
100,100,0.0,0.0,,linear0,cchvae,credit
101,101,0.0,0.0,,linear0,cchvae,credit
102,102,0.0,0.0,,linear0,cchvae,credit
103,103,0.0,0.0,,linear0,cchvae,credit
104,104,0.0,0.0,,linear0,cchvae,credit
105,105,0.0,0.0,,linear0,cchvae,credit
106,106,0.0,0.0,,linear0,cchvae,credit
107,107,0.0,0.0,,linear0,cchvae,credit
108,108,0.0,0.0,,linear0,cchvae,credit
109,109,0.0,0.0,,linear0,cchvae,credit
110,110,0.0,0.0,,linear0,cchvae,credit
111,111,0.0,0.0,,linear0,cchvae,credit
112,112,0.0,0.0,,linear0,cchvae,credit
113,113,0.0,0.0,,linear0,cchvae,credit
114,114,0.0,0.0,,linear0,cchvae,credit
115,115,0.0,0.0,,linear0,cchvae,credit
116,116,0.0,0.0,,linear0,cchvae,credit
117,117,0.0,0.0,,linear0,cchvae,credit
118,118,0.0,0.0,,linear0,cchvae,credit
119,119,0.0,0.0,,linear0,cchvae,credit
120,120,0.0,0.0,,linear0,cchvae,credit
121,121,0.0,0.0,,linear0,cchvae,credit
122,122,0.0,0.0,,linear0,cchvae,credit
123,123,0.0,0.0,,linear0,cchvae,credit
124,124,0.0,0.0,,linear0,cchvae,credit
125,125,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
126,126,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
127,127,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
128,128,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
129,129,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
130,130,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
131,131,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
132,132,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
133,133,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
134,134,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
135,135,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
136,136,1.0,0.8571428571428571,,linear0,cchvae,credit
137,137,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
138,138,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
139,139,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
140,140,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
141,141,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
142,142,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
143,143,0.8571428571428571,1.0,,linear0,cchvae,credit
144,144,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
145,145,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
146,146,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
147,147,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
148,148,0.8571428571428571,1.0,,linear0,cchvae,credit
149,149,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
150,150,1.0,0.8571428571428571,,linear0,cchvae,credit
151,151,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
152,152,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
153,153,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
154,154,1.0,0.8571428571428571,,linear0,cchvae,credit
155,155,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
156,156,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
157,157,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
158,158,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
159,159,1.0,0.8571428571428571,,linear0,cchvae,credit
160,160,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
161,161,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
162,162,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
163,163,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
164,164,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
165,165,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
166,166,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
167,167,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
168,168,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
169,169,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
170,170,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
171,171,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
172,172,0.8571428571428571,1.0,,linear0,cchvae,credit
173,173,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
174,174,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
175,175,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
176,176,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
177,177,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
178,178,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
179,179,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
180,180,0.8571428571428571,1.0,,linear0,cchvae,credit
181,181,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
182,182,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
183,183,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
184,184,1.0,0.8571428571428571,,linear0,cchvae,credit
185,185,0.8571428571428571,1.0,,linear0,cchvae,credit
186,186,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
187,187,1.0,0.8571428571428571,,linear0,cchvae,credit
188,188,0.8571428571428571,0.8571428571428571,,linear0,cchvae,credit
